Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,jinotega,275,69 kg,Asociación de Cafés Especiales de Nicaragua,"May 28th, 2015",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,7.25,80.75,0.12,0,Green,5,110000.0,Premium (Arabica)
Arabica,bismarck castro,Honduras,"siguatepeque, comayagua",275,1 kg,Instituto Hondureño del Café,"May 25th, 2015",Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,7.08,80.75,0.11,0,Green,2,1450.0,Media (Arabica)
Arabica,essencecoffee,Panama,boquete,100,60 kg,Blossom Valley International,"May 23rd, 2015",Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,7.17,80.75,0.11,1,Green,4,1680.0,Alta (Arabica)
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"May 22nd, 2015",Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,7.17,80.75,0.09,0,Green,2,1350.0,Media (Arabica)
Arabica,Desconocido,Honduras,central region,275,1 kg,Instituto Hondureño del Café,"March 11th, 2015",Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,7.0,80.75,0.13,0,Green,1,1450.0,Media (Arabica)
Arabica,the coffee source inc.,Costa Rica,san ramon,250,3 lbs,Specialty Coffee Association,"April 11th, 2014",Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,7.25,80.75,0.11,0,Green,0,1300.0,Media (Arabica)
Arabica,diego manuel woolrich ramirez,Mexico,oaxaca,30,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,7.5,80.75,0.11,0,Green,2,1200.0,Media (Arabica)
Arabica,myriam kaplan-pasternak,Haiti,haiti,1,2 kg,Specialty Coffee Association,"May 22nd, 2012",Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,7.25,80.75,0.12,0,Green,0,1000.0,Media (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,3,2 lbs,Specialty Coffee Association,"December 21st, 2011",Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,6.92,80.75,0.13,0,Blue-Green,6,157.93516800000003,Baja (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taiwan,160,1 kg,Blossom Valley International,"August 12th, 2016",Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,7.33,80.67,0.0,0,Green,1,750.0,Baja (Arabica)
Arabica,aulia arif syahri,Indonesia,sumatra brastagi,200,30 kg,Specialty Coffee Association,"November 10th, 2015",Mandheling,Semi-Washed / Semi-Pulped,7.58,7.42,7.0,7.67,7.5,7.5,7.33,80.67,0.13,0,Blue-Green,1,1350.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,antigua,150,60 kg,Asociacion Nacional Del Café,"October 23rd, 2015",Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,7.0,80.67,0.11,0,Green,0,1500.0,Alta (Arabica)
Arabica,"ceca, s.a.",Costa Rica,tarrazu,240,1 kg,Specialty Coffee Association of Costa Rica,"February 27th, 2015",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,8.0,80.67,0.11,0,Blue-Green,4,185.0,Baja (Arabica)
Arabica,afca,Malawi,southern- zomba,100,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,7.17,80.67,0.12,0,Blue-Green,1,995.0,Baja (Arabica)
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",20,1 kg,AMECAFE,"October 23rd, 2014",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,7.25,80.67,0.12,0,Green,4,1200.0,Media (Arabica)
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"April 14th, 2014",Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,8.5,80.67,0.0,0,Green,1,1550.0,Alta (Arabica)
Arabica,juan luis alvarado romero,Guatemala,"san lucas toliman, solola",250,69 kg,Asociacion Nacional Del Café,"June 5th, 2013",Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,7.33,80.67,0.12,0,Green,5,1550.0,Alta (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"January 25th, 2012",Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,7.17,80.67,0.11,0,Green,2,448.25716800000004,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"January 25th, 2012",Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,7.33,80.67,0.11,0,Green,3,448.25716800000004,Baja (Arabica)
Arabica,racafe & cia s.c.a,Colombia,Other,149,70 kg,Almacafé,"March 15th, 2011",Caturra,Washed / Wet,7.17,7.25,7.08,7.42,7.08,7.42,7.25,80.67,0.18,0,Green,2,1750.0,Alta (Arabica)
Arabica,bourbon specialty coffees,Brazil,monte carmelo,94,60 kg,Brazil Specialty Coffee Association,"March 11th, 2016",Bourbon,Natural / Dry,7.33,7.25,7.33,7.08,7.58,7.25,7.42,80.58,0.11,0,Green,7,1000.0,Media (Arabica)
Arabica,"exportadora atlantic, s.a.",Nicaragua,nueva segovia,275,69 kg,Instituto Hondureño del Café,"February 26th, 2016",Caturra,Washed / Wet,7.08,7.5,7.0,7.25,7.42,7.0,7.33,80.58,0.11,0,Green,0,1100.0,Media (Arabica)
Arabica,burka coffee estate,"Tanzania, United Republic Of",arusha,10,60 kg,Africa Fine Coffee Association,"January 6th, 2015",Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,7.25,80.58,0.12,0,Blue-Green,1,1400.0,Media (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,300,2 kg,Specialty Coffee Association,"October 17th, 2014",Bourbon,Semi-Washed / Semi-Pulped,7.42,7.25,7.33,7.0,7.08,7.25,7.25,80.58,0.0,0,Green,3,1200.0,Media (Arabica)
Arabica,beneficio santa rosa,Honduras,occidental,275,69 kg,Instituto Hondureño del Café,"April 30th, 2014",Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,7.17,80.58,0.11,0,Green,5,1400.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"January 28th, 2014",Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,7.25,80.58,0.11,0,Green,5,421.7798016,Baja (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),Other,10,100 lbs,Specialty Coffee Association,"May 4th, 2011",Hawaiian Kona,Natural / Dry,7.42,7.58,7.5,7.92,7.83,7.83,7.83,80.58,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica)
Arabica,racafe & cia s.c.a,Colombia,Other,149,70 kg,Almacafé,"March 15th, 2011",Caturra,Washed / Wet,7.08,7.25,7.0,7.5,7.08,7.33,7.33,80.58,0.0,0,Green,2,1750.0,Alta (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taiwan,20,5 kg,Blossom Valley International,"December 8th, 2017",Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,7.17,80.5,0.0,0,Blue-Green,0,50.0,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,"September 8th, 2017",Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,7.25,80.5,0.1,0,Green,4,1500.0,Alta (Arabica)
Arabica,janny marlith torres,Honduras,ocotepeque,15,69 kg,Instituto Hondureño del Café,"August 23rd, 2017",Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,7.0,80.5,0.11,0,Green,5,1650.0,Alta (Arabica)
Arabica,case noyale ltd,Mauritius,chamarel (south west),1,2 kg,Kenya Coffee Traders Association,"February 11th, 2016",Other,Other,7.25,7.25,7.17,7.17,7.25,7.17,7.25,80.5,0.12,0,Green,0,280.0,Baja (Arabica)
Arabica,bourbon specialty coffees,Brazil,vale da grama,300,60 kg,Brazil Specialty Coffee Association,"November 17th, 2015",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.25,7.33,7.17,7.5,7.33,7.25,7.33,80.5,0.11,0,Green,3,1250.0,Media (Arabica)
Arabica,shwe yin mar coffee,Myanmar,pyin oo lwin,1,2 kg,Coffee Quality Institute,"July 17th, 2015",Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,7.08,80.5,0.0,0,Green,2,3800.0,Premium (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,275,69 kg,Asociacion Nacional Del Café,"April 23rd, 2014",Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,7.17,80.5,0.11,0,Green,3,371.61216,Baja (Arabica)
Arabica,jacques pereira carneiro,Brazil,mantiqueira de minas,300,60 kg,Specialty Coffee Association,"April 17th, 2014",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.42,7.42,7.08,7.33,7.67,7.5,7.42,80.5,0.1,0,Green,10,1250.0,Media (Arabica)
Arabica,eileen koyanagi,United States (Hawaii),kona,10,100 lbs,Specialty Coffee Association,"February 4th, 2014",Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,7.17,80.5,0.11,1,Green,0,157.93516800000003,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,250,1 kg,Asociacion Nacional Del Café,"February 13th, 2013",Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,6.67,80.5,0.12,1,Green,1,566.7085440000001,Baja (Arabica)
Arabica,israel eduardo paz garcia,Mexico,zaragoza itundujia,18,1 kg,AMECAFE,"September 17th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,7.17,80.5,0.15,0,Green,1,1450.0,Media (Arabica)
Arabica,cadexsa,Honduras,marcala,275,69 kg,Instituto Hondureño del Café,"February 3rd, 2016",Caturra,Washed / Wet,7.25,7.42,7.0,7.42,7.33,7.0,7.0,80.42,0.1,0,Green,0,1450.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,南投國姓,10,60 kg,Blossom Valley International,"November 23rd, 2014",Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,7.0,80.42,0.14,0,Green,0,600.0,Baja (Arabica)
Arabica,lusso lab,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",2,2 kg,Specialty Coffee Association,"April 26th, 2014",Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,7.25,80.42,0.0,0,Green,1,1450.0,Media (Arabica)
Arabica,adam ciruli ye,China,yunnan,1,2 kg,Specialty Coffee Association,"January 17th, 2014",Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,7.17,80.42,0.17,0,Green,14,1700.0,Alta (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,nantou,10,30 kg,"Blossom Valley International
","December 26th, 2013
",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,7.0,80.42,0.11,0,Green,0,600.0,Baja (Arabica)
Arabica,alfredo bojalil,Mexico,pochutla,250,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,7.25,80.42,0.1,2,Green,4,1050.0,Media (Arabica)
Arabica,armando luis pohlenz martinez,Mexico,la concordia,250,1 kg,AMECAFE,"August 30th, 2012",Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,7.08,80.42,0.12,4,Green,16,1550.0,Alta (Arabica)
Arabica,simon mahinda,Burundi,mumirwa,300,60 kg,Kenya Coffee Traders Association,"January 22nd, 2016",Bourbon,Washed / Wet,7.08,7.25,7.17,7.33,7.08,7.08,7.33,80.33,0.12,0,Green,0,1700.0,Alta (Arabica)
Arabica,delfina leon shine,"Tanzania, United Republic Of",mkuu rombo,10,60 kg,Africa Fine Coffee Association,"November 16th, 2015",Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,7.17,80.33,0.13,0,Green,5,1700.0,Alta (Arabica)
Arabica,kongoni estate,"Tanzania, United Republic Of",arusha,1,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,7.08,80.33,0.12,0,Blue-Green,5,1600.0,Alta (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taichung xinshe 台中市新社區,10,30 kg,Blossom Valley International,"December 26th, 2013",Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,7.0,80.33,0.11,0,Green,0,600.0,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"June 6th, 2013",Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,7.17,80.33,0.11,1,Green,4,399.48307200000005,Baja (Arabica)
Arabica,miguel cortes moreno,Mexico,chilón,10,1 kg,AMECAFE,"August 30th, 2012",Typica,Semi-Washed / Semi-Pulped,7.25,7.08,7.08,7.33,7.33,7.17,7.08,80.33,0.11,0,Green,21,940.0,Baja (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,10,100 lbs,Specialty Coffee Association,"February 8th, 2012",Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,7.08,80.33,0.12,5,Green,7,157.93516800000003,Baja (Arabica)
Arabica,ethiopia commodity exchange,Ethiopia,kelem welega,360,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.25,7.25,7.25,7.33,7.5,8.0,7.08,80.33,0.1,0,Green,1,1800.0,Premium (Arabica)
Arabica,volcafe ltda. - brasil,Brazil,cerrado - monte carmelo - minas gerais,440,59 kg,Brazil Specialty Coffee Association,"November 3rd, 2017",Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,7.25,80.25,0.11,0,Green,1,995.0,Baja (Arabica)
Arabica,bismarck castro,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"April 6th, 2017",Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,7.33,80.25,0.1,0,Green,4,1400.0,Media (Arabica)
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,sierra madre occidental,60,69 kg,Centro Agroecológico del Café A.C.,"April 26th, 2016",Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,7.17,80.25,0.1,0,Green,2,1600.0,Alta (Arabica)
Arabica,bob mccauley,Myanmar,"yauk sauk, shan state",2,2 kg,Specialty Coffee Association,"August 27th, 2015",Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,6.83,80.25,0.11,1,Green,26,278.70912,Baja (Arabica)
Arabica,u htun htun,Myanmar,ywar ngan,1,2 kg,Coffee Quality Institute,"July 17th, 2015",Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,7.25,80.25,0.0,0,Green,1,4287.0,Premium (Arabica)
Arabica,gloria antonieta escobar urrutia,Nicaragua,matagalpa,275,69 kg,Asociación de Cafés Especiales de Nicaragua,"February 20th, 2015",Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,7.25,80.25,0.11,0,Green,2,900.0,Baja (Arabica)
Arabica,eileen koyanagi,United States (Hawaii),kona,2,100 lbs,Specialty Coffee Association,"March 3rd, 2014",Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,7.33,80.25,0.12,4,Green,13,157.93516800000003,Baja (Arabica)
Arabica,honor dela fuente,Colombia,Other,1,2 kg,Specialty Coffee Association,"January 8th, 2014",Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,7.58,80.25,0.1,0,Green,0,1750.0,Alta (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,chiayi fanlu嘉義縣番路鄉,5,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.25,7.08,7.25,7.25,7.17,7.25,7.0,80.25,0.11,0,Green,0,700.0,Baja (Arabica)
Arabica,the coffee source inc.,Guatemala,oriente,250,1 kg,Specialty Coffee Association,"January 9th, 2013",Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,7.25,80.25,0.11,1,Green,12,1400.0,Media (Arabica)
Arabica,saul m. hernandez ramirez,Mexico,"calnali, hidalgo",10,1 kg,AMECAFE,"September 27th, 2012",Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,7.17,80.25,0.11,2,Green,8,808.0,Baja (Arabica)
Arabica,"sunvirtue co., ltd.",Vietnam,dala,1,2 kg,Specialty Coffee Association,"May 9th, 2017",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,7.25,80.17,0.0,0,Green,2,1550.0,Alta (Arabica)
Arabica,"exportadora atlantic, s.a.",Nicaragua,jinotega,275,2 kg,Asociación de Cafés Especiales de Nicaragua,"April 24th, 2015",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,7.17,80.17,0.11,0,Green,2,1187.5,Media (Arabica)
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"January 26th, 2015",Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,7.33,80.17,0.11,0,Green,0,1400.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"August 7th, 2013",Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,7.0,80.17,0.11,0,Green,2,399.48307200000005,Baja (Arabica)
Arabica,pablo enrique martinez gama,Mexico,coatepec,20,1 kg,AMECAFE,"October 9th, 2012",Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,7.08,80.17,0.11,0,Green,2,1250.0,Media (Arabica)
Arabica,israel eduardo paz garcia,Mexico,zaragoza itundujia,15,1 kg,AMECAFE,"September 13th, 2012",Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,7.42,80.17,0.14,1,Green,2,1550.0,Alta (Arabica)
Arabica,marco virgilio ramirez teliz,Mexico,veracruz,15,1 kg,AMECAFE,"September 10th, 2012",Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,7.0,80.17,0.12,0,Green,12,1000.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"May 24th, 2012",Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,7.17,80.17,0.11,0,Green,5,399.48307200000005,Baja (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,22,100 lbs,Specialty Coffee Association,"September 22nd, 2011",Hawaiian Kona,Natural / Dry,7.58,7.5,7.33,7.33,7.67,7.33,7.42,80.17,0.05,12,Blue-Green,1,157.93516800000003,Baja (Arabica)
Arabica,brayan cunha souza,Brazil,mantiqueira de minas,440,60 kg,Brazil Specialty Coffee Association,"November 29th, 2017",Bourbon,Pulped Natural / Honey,7.17,7.17,7.0,7.17,7.25,7.25,7.08,80.08,0.11,0,Green,5,1100.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,苗栗泰安,10,60 kg,Blossom Valley International,"November 23rd, 2014",Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,7.0,80.08,0.07,0,Green,0,850.0,Baja (Arabica)
Arabica,honor dela fuente,Nicaragua,Other,1,5 lbs,Specialty Coffee Association,"February 25th, 2014",Caturra,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,7.08,80.08,0.1,0,Green,4,1100.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,7.0,80.08,0.11,0,Green,0,200.0,Baja (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,7.0,80.08,0.11,0,Green,0,150.0,Baja (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.25,7.25,7.25,7.08,7.17,7.08,7.0,80.08,0.11,0,Green,0,250.0,Baja (Arabica)
Arabica,israel eduardo paz garcia,Mexico,zaragoza itundujia,13,1 kg,AMECAFE,"September 14th, 2012",Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,7.08,80.08,0.15,0,Green,0,1300.0,Media (Arabica)
Arabica,federico pacheco perez,Mexico,escuitla,10,1 kg,AMECAFE,"August 30th, 2012",Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,7.08,80.08,0.14,1,Green,17,1300.0,Media (Arabica)
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,jinotega,275,69 kg,Instituto Hondureño del Café,"June 13th, 2017",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,7.0,80.0,0.1,0,Green,5,1250.0,Media (Arabica)
Arabica,ngu shwe li,Myanmar,"doe kwin, pyin oo lwin",1,2 kg,Coffee Quality Institute,"July 17th, 2015",Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,6.92,80.0,0.0,0,Green,4,3845.0,Premium (Arabica)
Arabica,kurt kappeli,Mexico,"sierra fraylesca, chiapas",280,2 kg,Specialty Coffee Association,"May 1st, 2014",Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,7.42,80.0,0.0,0,Green,2,1400.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,7.0,80.0,0.11,0,Green,0,250.0,Baja (Arabica)
Arabica,doi tung development project,Thailand,thailand,2,1 kg,Specialty Coffee Association,"May 29th, 2013",Caturra,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,7.0,80.0,0.0,0,Green,0,800.0,Baja (Arabica)
Arabica,pablo enrique martinez gama,Mexico,coatepec,20,1 kg,AMECAFE,"September 10th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,7.25,80.0,0.12,0,Green,9,1250.0,Media (Arabica)
Arabica,semiramis casas velazquez,Mexico,san miguel del puerto,256,1 kg,AMECAFE,"September 4th, 2012",Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,7.17,80.0,0.11,0,Green,12,1100.0,Media (Arabica)
Arabica,ethiopia commodity exchange,Ethiopia,limu,300,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.42,7.42,7.5,7.92,7.75,7.58,7.75,80.0,0.05,0,Green,2,1800.0,Premium (Arabica)
Arabica,federacion nacional de cafeteros,Colombia,huila,275,2 kg,Almacafé,"April 23rd, 2015",Caturra,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,7.42,79.92,0.0,0,Green,1,1750.0,Alta (Arabica)
Arabica,eileen koyanagi,United States (Hawaii),kona,12,100 kg,Specialty Coffee Association,"May 12th, 2014",Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,7.0,79.92,0.11,1,Green,3,157.93516800000003,Baja (Arabica)
Arabica,calixto guillen vazquez,Mexico,chiapas,400,1 kg,AMECAFE,"March 29th, 2013",Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,7.17,79.92,0.12,0,Green,4,1300.0,Media (Arabica)
Arabica,alejandro garcia palacios,Mexico,"motozintla, chiapas",10,1 kg,AMECAFE,"September 11th, 2012",Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,7.0,79.92,0.12,1,Green,7,1100.0,Media (Arabica)
Arabica,christina dusing,Mexico,veracruz,82,1 kg,AMECAFE,"August 30th, 2012",Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,6.75,79.92,0.0,0,Green,0,1100.0,Media (Arabica)
Arabica,montegrande,Mexico,jaltenango,250,1 kg,AMECAFE,"July 26th, 2012",Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,7.33,79.92,0.11,0,Green,3,1100.0,Media (Arabica)
Arabica,pablo enrique martinez gama,Mexico,coatepec,100,1 kg,AMECAFE,"July 11th, 2012",Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,7.25,79.92,0.12,0,Green,6,1250.0,Media (Arabica)
Arabica,jesus carlos cadena valdivia,Mexico,veracruz,209,1 kg,AMECAFE,"July 11th, 2012",Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,7.0,79.92,0.11,0,Green,0,1250.0,Media (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,40,100 lbs,Specialty Coffee Association,"September 22nd, 2011",Hawaiian Kona,Natural / Dry,7.5,7.42,7.58,7.42,7.5,7.58,7.58,79.92,0.05,3,Blue-Green,0,157.93516800000003,Baja (Arabica)
Arabica,kennedy macharia,Kenya,kiambu,200,12000 kg,Kenya Coffee Traders Association,"August 25th, 2017",SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,7.08,79.83,0.11,0,Green,5,1500.0,Alta (Arabica)
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"August 22nd, 2017",Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,7.08,79.83,0.1,0,Green,2,1700.0,Alta (Arabica)
Arabica,asociación aldea global jinotega,Nicaragua,jinotega,75,2 kg,Asociación de Cafés Especiales de Nicaragua,"March 30th, 2015",Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,7.17,79.83,0.11,0,Green,0,1250.0,Media (Arabica)
Arabica,sergio de la vequia bernardi,Mexico,veracruz,250,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,6.83,79.83,0.12,0,Green,3,1300.0,Media (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,12,100 lbs,Specialty Coffee Association,"April 5th, 2012",Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,7.17,79.83,0.12,7,Blue-Green,10,157.93516800000003,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,7.25,79.75,0.1,0,Green,1,190164.0,Premium (Arabica)
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",28,50 kg,Specialty Coffee Association,"March 21st, 2015",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,7.33,79.75,0.0,0,Green,0,1000.0,Media (Arabica)
